SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
4792,N H Laboratories (Unani),N-Vit,Liquid,Sharbat Seb,U-169-A-008
4793,N H Laboratories (Unani),Dydnex,Liquid,Sharbat Belgiri,U-169-A-009
4794,N H Laboratories (Unani),Sharbat Laxafig,Liquid,Sharbat Laxafig,U-169-A-010
4795,N H Laboratories (Unani),Cornex,Liquid,Sharbat Nazla,U-169-A-011
4796,N H Laboratories (Unani),Nisorex,Liquid,Sharbat Niswan,U-169-A-012
4797,N H Laboratories (Unani),Chicon,Liquid,Sharbat Atfal,U-169-A-014
4798,N H Laboratories (Unani),Crimex,Liquid,Sharbat Kirmin,U-169-A-015
4799,N H Laboratories (Unani),Arq Azib,Liquid,Arq Ajeeb,U-169-A-016
4800,Nabin Laboratory (Unani),Nabin Chapanprash,Semi-Solid,Etrifal Zamani,U-76-A-049
4801,Nabin Laboratory (Unani),Painment,Oil (Liquid),Rowghan Suranjan,U-76-A-050
4802,Nabin Laboratory (Unani),Nabin Neem,Capsule,Neem,U-76-A-051
4803,Nabin Laboratory (Unani),Nabin Chirata,Capsule,Chirata,U-76-A-052
4804,Nabin Laboratory (Unani),Danto Suladi,Powder,Sanoon Pyorin,U-76-A-053
4805,Nabin Laboratory (Unani),Qurs Kharateen,Tablet,Qurs Kharateen,U-76-A-018
4806,Nabin Laboratory (Unani),Jowarish Zafrani,Liquid,Jowarish Zafrani,U-076-A-001
4807,Nabin Laboratory (Unani),Arq Maulaham,Liquid,Arq Maul Lahm,U-076-A-003
4808,Nabin Laboratory (Unani),Dysentrol,Liquid,Sharbat Belgiri,U-076-A-004
4809,Nabin Laboratory (Unani),Digen,Liquid,Arq Hazim,U-076-A-005
4810,Nabin Laboratory (Unani),Kamucid,Liquid,Jowarish Kamuni,U-076-A-007
4811,Nabin Laboratory (Unani),Womex,Liquid,Sharbat Sailan,U-076-A-008
4812,Nabin Laboratory (Unani),Liqucof,Liquid,Sharbat Sadar,U-076-A-009
4813,Nabin Laboratory (Unani),Cinthol,Tablet,Qurs Surfin,U-076-A-010
4814,Nabin Laboratory (Unani),Nabigar,Tablet,Qurs Garlitab,U-076-A-011
4815,Nabin Laboratory (Unani),Soral,Tablet,Qurs Barsina,U-076-A-012
4816,Nabin Laboratory (Unani),Nabin Hazmol,Tablet,Qurs Hazmol,U-076-A-013
4817,Nabin Laboratory (Unani),Kamucid,Tablet,Qurs Kamuni,U-076-A-014
4818,Nabin Laboratory (Unani),Aspatab,Tablet,Qurs Asfar,U-076-A-015
4819,Nabin Laboratory (Unani),Diorix,Tablet,Qurs Tamarixin,U-076-A-016
4820,Nabin Laboratory (Unani),Dymed,Capsule,Qurs Hazmina,U-076-A-017
4821,Nabin Laboratory (Unani),Tofnol,Tablet,Qurs Awazkusha,U-076-A-019
4822,Nabin Laboratory (Unani),Limonil,Liquid,Sharbat Buzuri,U-076-A-020
4823,Nabin Laboratory (Unani),Liverin,Liquid,Sharbat Deenar,U-076-A-021
4824,Nabin Laboratory (Unani),Arq Pudina,Liquid,Arq Poodina,U-076-A-022
4825,Nabin Laboratory (Unani),Neubin,Liquid,Arq Lahsun,U-076-A-023
4826,Nabin Laboratory (Unani),Melanex,Liquid,Sharbat Gaozaban,U-076-A-024
4827,Nabin Laboratory (Unani),Neon,Liquid,Sharbat Tiflin,U-076-A-025
4828,Nabin Laboratory (Unani),Salabin,Capsule,Qurs Salajeet,U-076-A-026
4829,Nabin Laboratory (Unani),Digecap,Capsule,Habb-e Papita,U-076-A-027
4830,Nabin Laboratory (Unani),Mudin,Capsule,Habb-e Mudir,U-076-A-028
4831,Nabin Laboratory (Unani),Humunil,Capsule,Sufoof Humuzin,U-076-A-029
4832,Nabin Laboratory (Unani),Vagazin,Capsule,Qurs Awja,U-076-A-030
4833,Nabin Laboratory (Unani),Intecap,Capsule,Intesabi,U-076-A-031
4834,Nabin Laboratory (Unani),Vulgon,Liquid,Sharbat Musaffi,U-076-A-032
4835,Nabin Laboratory (Unani),Merry Gold,Liquid,Sharbat Amrood,U-076-A-033
4836,Nabin Laboratory (Unani),Merrymalt,Semi-Solid,Khamira Gawzaban,U-076-A-034
4837,Nabin Laboratory (Unani),Cantharin,Oil (Liquid),Tila Mushki,U-076-A-035
4838,Nabin Laboratory (Unani),Defron,Capsule,Kushta Faulad,U-076-A-036
4839,Nabin Laboratory (Unani),Castor,Capsule,Habb-e Ambari,U-076-A-037
4840,Nabin Laboratory (Unani),Momicap,Capsule,Habb-e Ambar Momiyaee,U-076-A-038
4841,Nabin Laboratory (Unani),Zincobex,Capsule,Habb-e Asabin,U-76-A-039
4842,Nabin Laboratory (Unani),Pusticap,Capsule,Habb-e Hayaeen Murakkab,U-76-A-040
4843,Nabin Laboratory (Unani),Versacap,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-76-A-041
4844,Nabin Laboratory (Unani),Myricap,Capsule,Qurs Muqavvi Khas,U-76-A-042
4845,Nabin Laboratory (Unani),Diavest,Capsule,Qurs Ziabit,U-76-A-043
4846,Nabin Laboratory (Unani),Calcimon,Capsule,Kushta Khare Mohra,U-76-A-044
4847,Nabin Laboratory (Unani),Caltrip,Capsule,Kushta Sadaf,U-176-A-045
4848,Nabin Laboratory (Unani),Gurmar,Capsule,Sufoof Gurmar,U-176-A-046
4849,Nabin Laboratory (Unani),Obetor,Capsule,Sufoof Muhazzil,U-176-A-047
4850,Nabin Laboratory (Unani),Cycoplex,Liquid,Sharbat Mavez,U-76-A-048
4851,Nabin Laboratory (Unani),Flatugen,Semi-Solid,Etrifal Badian,U-76-A-054
4852,Nabin Laboratory (Unani),Safiben,Semi-Solid,Etrifal Shahtara,U-76-A-055
4853,Nabin Laboratory (Unani),Uripal,Liquid,Sharbat Anannas,U-76-A-056
4854,Nabin Laboratory (Unani),Septoplex,Liquid,Sharbat Anar,U-76-A-057
4855,Nabin Laboratory (Unani),Ringsafe,Liquid,Sharbat Ushba,U-76-A-058
4856,Nabin Laboratory (Unani),Ejanoc,Liquid,Sharbat Jiryani,U-76-A-059
4857,Nabin Laboratory (Unani),Mere Gold,Liquid,Sharbat Dimaghi,U-76-A-060
4858,Nabin Laboratory (Unani),Appitogen,Liquid,Sharbat Seb,U-76-A-061
4859,Nabin Laboratory (Unani),Nocpul,Tablet,Qurs Ehtelam,U-76-A-062
4860,Nabin Laboratory (Unani),Puriben,Tablet,Qurs Shafi,U-76-A-063
4861,Nabin Laboratory (Unani),Stamitab,Tablet,Spirulina,U-76-A-064
4862,Nabin Laboratory (Unani),Sugarin,Capsule,Spirulina 380 mg,U-76-A-65
4863,Nafiu Lab. (Unani),Nafiu Nilufar,Liquid,Sharbat Neelofar,U-128-A-001
4864,Nafiu Lab. (Unani),Nafex,Liquid,Sharbat Banafsha,U-128-A-002
4865,Nafiu Lab. (Unani),Nafi,Liquid,Sharbat Musaffi,U-128-A-003
4866,Nafiu Lab. (Unani),Nafiu Jinsin,Liquid,Sharbat Jinsin,U-128-A-004
4867,Nafiu Lab. (Unani),Nafiu Ezaz,Liquid,Sharbat Ejaz,U-128-A-005
4868,Nafiu Lab. (Unani),Nafiu Deenar,Liquid,Sharbat Deenar,U-128-A-006
4869,Nafiu Lab. (Unani),Leuconil,Liquid,Sharbat Sailan,U-128-A-007
4870,Nafiu Lab. (Unani),Nafiu Hazmina,Liquid,Sharbat Hazmina,U-128-A-008
4871,Nafiu Lab. (Unani),Nafiu-Vit,Liquid,Sharbat Misali,U-128-A-009
4872,Nafiu Lab. (Unani),Nafiu Belgiri,Liquid,Sharbat Belgiri,U-128-A-010
4873,Nafiu Lab. (Unani),Baby-N,Liquid,Sharbat Atfal,U-128-A-011
4874,Nafiu Lab. (Unani),Nafiu Sanara,Liquid,Sharbat Santara,U-128-A-012
4875,Naher Pharma Industries,Kalamegh,Liquid,Kalamegh,U-146-A-039
4876,Naher Pharma Industries,Sufoof Ekseer,Capsule,Sufoof Ekseer,U-146-A-040
4877,Naher Pharma Industries,Kushta Sadaf,Capsule,Kushta Sadaf,U-146-A-041
4878,Naher Pharma Industries,Thankuni,Capsule,Thankuni,U-146-A-042
4879,Naher Pharma Industries,Intesabi,Capsule,Intesabi,U-146-A-043
4880,Naher Pharma Industries,Sharbat Laxafig,Liquid,Sharbat Laxafig,U-146-A-044
4881,Naher Pharma Industries,Heamro,Liquid,Sharbat Faulad,U-146-A-001
4882,Naher Pharma Industries,Tamex,Liquid,Sharbat Tamarind,U-146-A-002
4883,Naher Pharma Industries,Arq Ajwain,Liquid,Arq Ajwain,U-146-A-003
4884,Naher Pharma Industries,Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-146-A-004
4885,Naher Pharma Industries,Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-146-A-005
4886,Naher Pharma Industries,Marham Kharish,Ointment,Marham Kharish,U-146-A-006
4887,Naher Pharma Industries,Cofnar,Liquid,Sharbat Ejaz,U-146-A-007
4888,Naher Pharma Industries,Exton,Liquid,Sharbat Gaozaban,U-146-A-008
4889,Naher Pharma Industries,Cicus,Liquid,Sharbat Deenar,U-146-A-009
4890,Naher Pharma Industries,Dysafe,Liquid,Sharbat Belgiri,U-146-A-010
4891,Naher Pharma Industries,Sharbat Humuzin,Liquid,Sufoof Humuzin,U-146-A-012
4892,Naher Pharma Industries,Sharbat Kirmin,Liquid,Sharbat Kirmin,U-146-A-013
4893,Naher Pharma Industries,Sharbat Musaffi,Liquid,Sharbat Musaffi,U-146-A-014
4894,Naher Pharma Industries,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-146-A-015
4895,Naher Pharma Industries,Halwa Salab,Modak,Halwa Sa'lab,U-146-A-017
4896,Naher Pharma Industries,Sharbat Sailan,Liquid,Sharbat Sailan,U-146-A-018
4897,Naher Pharma Industries,Sharbat Misali,Liquid,Sharbat Misali,U-146-A-019
4898,Naplous Laboratories Ltd. (Unani),Sharbat Faulad,Liquid,Sharbat Faulad,U-1-A-002
4899,Naplous Laboratories Ltd. (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-1-A-003
4900,Naplous Laboratories Ltd. (Unani),Arq Nankha,Liquid,Arq Nankha,U-1-A-004
4901,Naplous Laboratories Ltd. (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-1-A-005
4902,Naplous Laboratories Ltd. (Unani),Sufoof Humuzin,Capsule,Sufoof Humuzin,U-1-A-006
4903,Naplous Laboratories Ltd. (Unani),Sufoof Nuqra,Capsule,Sufoof Nuqra,U-1-A-007
4904,Naplous Laboratories Ltd. (Unani),Habb-e Fisher,Tablet,Habb-e Fishar,U-1-A-009
4905,Naplous Laboratories Ltd. (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-1-A-018
4906,Naplous Laboratories Ltd. (Unani),Omen,Liquid,Sharbat Niswan,U-1-A-019
4907,Naplous Laboratories Ltd. (Unani),Qurs Pechish,Tablet,Qurs Pechish,U-1-A-011
4908,Naplous Laboratories Ltd. (Unani),Habb-e Nishat,Capsule,Habb-e Nishat,U-1-A-008
4909,Naplous Laboratories Ltd. (Unani),Jawahir Mohra,Capsule,Jawahir Mohra,U-1-A-012
4910,Naplous Laboratories Ltd. (Unani),Qurs Garlitab,Tablet,Qurs Garlitab,U-1-A-013
4911,Naplous Laboratories Ltd. (Unani),Habb-e Suranjan,Tablet,Habb-e Suranjan,U-1-A-014
4912,Naplous Laboratories Ltd. (Unani),N-50,Tablet,Habb-e Ambar Momiyaee,U-1-A-010
4913,Naplous Laboratories Ltd. (Unani),Ambrin,Tablet,Habb-e Ambari,U-1-A-015
4914,Naplous Laboratories Ltd. (Unani),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-1-A-016
4915,Naplous Laboratories Ltd. (Unani),Ab-Tab,Tablet,Habb-e Sual,U-1-A-020
4916,Naplous Laboratories Ltd. (Unani),N-Ron,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-1-A-021
4917,Naplous Laboratories Ltd. (Unani),Malon,Capsule,Marsh Mallow,U-1-A-023
4918,Naplous Laboratories Ltd. (Unani),Herbomax,Tablet,Kushta Khare Mohra,U-1-A-024
4919,Naplous Laboratories Ltd. (Unani),Al-Sil,Tablet,Qurs Muhazzil,U-1-A-025
4920,Naplous Laboratories Ltd. (Unani),Goldenseal,Tablet,Goldenseal,U-1-A-026
4921,Naplous Laboratories Ltd. (Unani),Nap-Green Tea,Tablet,Green Tea,U-1-A-027
4922,Naplous Laboratories Ltd. (Unani),Nap-Neem,Tablet,Neem,U-1-A-028
4923,Naplous Laboratories Ltd. (Unani),Geam,Tablet,Jambolan / Syzygium,U-1-A-029
4924,Naplous Laboratories Ltd. (Unani),Dombin,Tablet,Habb-e Bawaseer Damavi,U-1-A-030
4925,Naplous Laboratories Ltd. (Unani),V-Lex,Tablet,Habb-e Munish,U-1-A-031
4926,Naplous Laboratories Ltd. (Unani),Nap Lobob Sagir,Semi-Solid,Lubub Saghir,U-1-A-032
4927,Naplous Laboratories Ltd. (Unani),Ndnol,Tablet,Qurs Ziabit,U-1-A-033
4928,Naplous Laboratories Ltd. (Unani),M-Fi,Tablet,Habb-e Musaffi,U-1-A-034
4929,Naplous Laboratories Ltd. (Unani),Aczimen,Ointment,Zimad Eczema,U-1-A-035
4930,Naplous Laboratories Ltd. (Unani),Nap-Viton,Liquid,Sharbat Seb,U-1-A-017
4931,Naplous Laboratories Ltd. (Unani),Adnis,Capsule,Adonis,U-1-A-022
4932,Naplous Laboratories Ltd. (Unani),Laooq Asthmin,Semi-Solid,Laooq Asthmin,U-1-A-036
4933,Naplous Laboratories Ltd. (Unani),Bofit,Semi-Solid,Jowarish Zanjabeel,U-1-A-037
4934,Naplous Laboratories Ltd. (Unani),Sharbat Khaksi,Liquid,Sharbat Khaksi,U-1-A-038
4935,Naplous Laboratories Ltd. (Unani),Molyam,Tablet,Qurs Mulayin,U-1-A-044
4936,Naplous Laboratories Ltd. (Unani),Belgiron,Liquid,Sharbat Belgiri,U-1-A-040
4937,Naplous Laboratories Ltd. (Unani),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-1-A-042
4938,Naplous Laboratories Ltd. (Unani),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-1-A-042
4939,Naplous Laboratories Ltd. (Unani),Amlaton,Liquid,Sharbat Amla,U-1-A-043
4940,Naplous Laboratories Ltd. (Unani),NBPlex,Liquid,Sharbat Atfal,U-1-A-044
4941,Naplous Laboratories Ltd. (Unani),Jingsel,Capsule,Ginseng,U-1-A-045
4942,Naplous Laboratories Ltd. (Unani),Gingvas,Capsule,Ginkgo Biloba 120 mg,U-1-A-046
4943,Naplous Laboratories Ltd. (Unani),Nposti Cap,Capsule,Spirulina,U-1-A-047
4944,Naplous Laboratories Ltd. (Unani),Nap-Chirota,Capsule,Chirata,U-1-A-048
4945,Naplous Laboratories Ltd. (Unani),Gondil,Tablet,Habb-e Suzak,U-1-A-050
4946,Naplous Laboratories Ltd. (Unani),NViton,Tablet,Qurs Hazmina,U-1-A-051
4947,Naplous Laboratories Ltd. (Unani),N-Lico,Tablet,Qurs Rehmin,U-1-A-052
4948,Naplous Laboratories Ltd. (Unani),Skeris,Malam,Marham Kharish,U-1-A-053
4949,Naplous Laboratories Ltd. (Unani),Hearon,Oil (Liquid),Aab-e Hayat,U-1-A-054
4950,Naplous Laboratories Ltd. (Unani),Shefan,Tablet,Habb-e Shefa,U-1-A-055
4951,National Pharma (Unani),Sharbat Amla,Liquid,Sharbat Amla,U-56-A-022
4952,National Pharma (Unani),Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-56-A-023
4953,National Pharma (Unani),Ginseng,Liquid,Ginseng,U-56-A-024
4954,National Pharma (Unani),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-56-A-025
4955,National Pharma (Unani),Sharbat Mavez,Liquid,Sharbat Mavez,U-56-A-026
4956,National Pharma (Unani),Arq Maul Lahm,Liquid,Arq Maul Lahm,U-56-A-027
4957,National Pharma (Unani),Sharbat Hayateen Murakkab,Liquid,Sharbat Hayateen Murakkab,U-56-A-028
4958,National Pharma (Unani),Ginseng,Tablet,Ginseng,U-56-A-029
4959,National Pharma (Unani),Habbe Sual,Tablet,Habb-e Sual,U-56-A-030
4960,National Pharma (Unani),Habbe Hayateen Murakkab,Tablet,Habb-e Hayaeen Murakkab,U-56-A-031
4961,National Pharma (Unani),Arq Badian,Liquid,Arq Badiyan,U-056-A-001
4962,National Pharma (Unani),Nazin,Liquid,Arq Hazim,U-056-A-002
4963,National Pharma (Unani),Naff,Liquid,Sharbat Faulad,U-056-A-003
4964,National Pharma (Unani),Nadil,Liquid,Sharbat Ejaz,U-056-A-004
4965,National Pharma (Unani),Narin,Liquid,Sharbat Buzuri,U-056-A-005
4966,National Pharma (Unani),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-056-A-006
4967,National Pharma (Unani),Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-056-A-007
4968,National Pharma (Unani),Naliv,Liquid,Sharbat Deenar,U-056-A-008
4969,National Pharma (Unani),Mucon,Liquid,Sharbat Belgiri,U-056-A-009
4970,National Pharma (Unani),Navit,Liquid,Sharbat Seb,U-056-A-010
4971,National Pharma (Unani),Hormoton,Liquid,Sharbat Jinsin,U-056-A-011
4972,National Pharma (Unani),Femex,Liquid,Sharbat Niswan,U-056-A-012
4973,National Pharma (Unani),Napcid,Powder,Sufoof Humuzin,U-056-A-013
4974,National Pharma (Unani),Darmacon,Liquid,Sharbat Musaffi,U-056-A-014
4975,National Pharma (Unani),Sharbat Tulshi,Liquid,Sharbat Tulsi,U-056-A-015
4976,National Pharma (Unani),Hormotab,Tablet,Habb-e Ambar Momiyaee,U-056-A-016
4977,National Pharma (Unani),Nishat Tej,Tablet,Habb-e Nishat,U-056-A-017
4978,National Pharma (Unani),Suruchi,Tablet,Qurs Hazmina,U-056-A-018
4979,National Pharma (Unani),Mucotab,Tablet,Qurs Pechish,U-056-A-019
4980,National Pharma (Unani),Rheutab,Tablet,Habb-e Azaraqi,U-056-A-020
4981,Natural Research Laboratories (Unani),NR-Kill,Capsule,Habb-e Suranjan,U-319-A-001
4982,Natural Research Laboratories (Unani),NR-Cap,Capsule,Habb-e Jalinoos,U-319-A-002
4983,Natural Research Laboratories (Unani),Zinak-N,Capsule,Ginkgo Biloba 120 mg,U-319-A-003
4984,Natural Research Laboratories (Unani),Ominazol,Capsule,Qurs Kamuni,U-319-A-004
4985,Natural Research Laboratories (Unani),Agni-30,Capsule,Ginseng,U-319-A-005
4986,Natural Research Laboratories (Unani),Eficent-500,Tablet,Echinacea,U-319-A-006
4987,Natural Research Laboratories (Unani),Lacto-N,Tablet,Ashwagandha,U-319-A-007
4988,Natural Research Laboratories (Unani),Gastro-N,Tablet,Qurs Hazmina,U-319-A-008
4989,Natural Research Laboratories (Unani),N-Tidin,Tablet,Humuzin,U-319-A-009
4990,Natural Research Laboratories (Unani),Asthamless,Tablet,Habb-e Madar,U-319-A-010
4991,Nature Pharmaceuticals (Unani) Ltd.,Arq Poodina,Liquid,Arq Poodina,U-245-A-001
4992,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Banafsha,Liquid,Sharbat Banafsha,U-245-A-003
4993,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Hazmina,Liquid,Sharbat Hazmina,U-245-A-004
4994,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Seb,Liquid,Sharbat Seb,U-245-A-005
4995,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Buzuri,Liquid,Sharbat Buzuri,U-245-A-006
4996,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-245-A-007
4997,Nature Pharmaceuticals (Unani) Ltd.,Sharbat Deenar,Liquid,Sharbat Deenar,U-245-A-008
4998,Nature Pharmaceuticals (Unani) Ltd.,Nature Cof,Liquid,Sharbat Ejaz,U-245-A-009
4999,Nature Pharmaceuticals (Unani) Ltd.,Habb-e Nishat,Capsule,Habb-e Nishat,U-245-A-010
5000,Nature Pharmaceuticals (Unani) Ltd.,Habb-e Mumsik,Capsule,Habb-e Mumsik,U-245-A-011
5001,Nature Pharmaceuticals (Unani) Ltd.,N-Musaffi,Liquid,Sharbat Musaffi,U-245-A-014
5002,Nature Pharmaceuticals (Unani) Ltd.,Nature Dycid-A,Liquid,Sharbat Belgiri,U-245-A-015
5003,Nature Pharmaceuticals (Unani) Ltd.,N-Nem,Oil (Liquid),Rowghan Neem / Neem Oil,U-245-A-016
5004,Nature Pharmaceuticals (Unani) Ltd.,Nature Lecocin,Oil (Liquid),Sharbat Niswan,U-245-A-017
5005,Nature Pharmaceuticals (Unani) Ltd.,Livoplex,Oil (Liquid),Sharbat Chylosin,U-245-A-018
5006,Nature Pharmaceuticals (Unani) Ltd.,N-Gist,Liquid,Arq Nankha,U-245-A-019
5007,Nature Pharmaceuticals (Unani) Ltd.,Nature Ruchita,Liquid,Sharbat Amla,U-245-A-020
5008,Nature Pharmaceuticals (Unani) Ltd.,Nature Viton,Liquid,Sharbat Hayateen Murakkab,U-245-A-021
5009,Nature Pharmaceuticals (Unani) Ltd.,Nature Gingo,Capsule,Ginkgo Biloba,U-245-A-022
5010,Nature Pharmaceuticals (Unani) Ltd.,Nature Spruvit,Capsule,Spirulina 500 mg,U-245-A-023
5011,Nature Pharmaceuticals (Unani) Ltd.,Nature Lecocap,Capsule,Qurs Rehmin,U-245-A-024
5012,Nature Pharmaceuticals (Unani) Ltd.,Nature Vit,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-245-A-025
5013,Nature Pharmaceuticals (Unani) Ltd.,N-Cid-A,Capsule,Habb-e Tabasheer,U-245-A-026
5014,Nature Pharmaceuticals (Unani) Ltd.,Nature Leucap,Capsule,Habb-e Marwareedi,U-245-A-027
5015,Nature Pharmaceuticals (Unani) Ltd.,N-Mov,Capsule,Habb-e Suranjan,U-245-A-028
5016,Nature Pharmaceuticals (Unani) Ltd.,Nature Garlic,Capsule,Qurs Garlitab,U-245-A-029
5017,Nature Pharmaceuticals (Unani) Ltd.,Nature Dia,Capsule,Qurs Ziabit,U-245-A-030
5018,Nature Pharmaceuticals (Unani) Ltd.,N-Munis,Capsule,Habb-e Munish,U-245-A-031
5019,Nature Pharmaceuticals (Unani) Ltd.,Nature Cid,Liquid,Sharbat Zanjabeel,U-245-A-034
5020,Nature Pharmaceuticals (Unani) Ltd.,Nature Amla,Oil (Liquid),Rowghan Amla,U-245-A-035
5021,Nature Pharmaceuticals (Unani) Ltd.,Nature Enog,Powder,Sufoof Glycin,U-245-A-036
5022,Nature Pharmaceuticals (Unani) Ltd.,Apizer,Capsule,Qurs Pudina,U-245-A-037
5023,Nature Pharmaceuticals (Unani) Ltd.,Gassral,Capsule,Habb-e Papita,U-245-A-038
5024,Nature Pharmaceuticals (Unani) Ltd.,N Cal-D,Capsule,Kushta Khare Mohra,U-245-A-039
5025,Nature Pharmaceuticals (Unani) Ltd.,Sage Cleanser,Hand Sanitizer,Sage Cleanser,U-245-A-032
5026,Nature Pharmaceuticals (Unani) Ltd.,Sumatra Benzoin,Hand Sanitizer,Sumatra Benzoin,U-245-A-033
5027,Nature Pharmaceuticals (Unani) Ltd.,Nexter Gold,Tablet,Qurs Pudina,U-245-A-040
5028,Nature Pharmaceuticals (Unani) Ltd.,Recal-D,Tablet,Kushta Khare Mohra,U-245-A-041
5029,Nature Pharmaceuticals (Unani) Ltd.,Beuty Tab.,Tablet,Neem,U-245-A-042
5030,Nature Pharmaceuticals (Unani) Ltd.,Asthama Kit,Tablet,Habb-e Madar,U-245-A-043
5031,Nature Pharmaceuticals (Unani) Ltd.,Hazmilax,Tablet,Habb-e Papita,U-245-A-044
5032,Nature Pharmaceuticals (Unani) Ltd.,Remogas,Liquid,Humuzin,U-245-A-045
5033,Neon Unani Laboratories Ltd.,Centovas,Liquid,Sharbat Ejaz,U-270-A-011
5034,Neon Unani Laboratories Ltd.,Neovas,Liquid,Sharbat Vasac,U-270-A-014
5035,Neon Unani Laboratories Ltd.,Crush,Liquid,Sharbat Buzuri,U-270-A-025
5036,Neon Unani Laboratories Ltd.,N.Lead,Tablet,Habb-e Shefa,U-270-A-026
5037,Neon Unani Laboratories Ltd.,N.Lead,Liquid,Sharbat Shefa,U-270-A-027
5038,Neon Unani Laboratories Ltd.,Won Max,Tablet,Habb-e Helteet,U-270-A-028
5039,Neon Unani Laboratories Ltd.,Neon Dicare,Tablet,Qurs Ziabit,U-270-A-029
5040,Neon Unani Laboratories Ltd.,Neon Asmacin,Tablet,Habb-e Sual,U-270-A-030
5041,Neon Unani Laboratories Ltd.,Tri Won,Tablet,Qurs Awja,U-270-A-031
5042,Neon Unani Laboratories Ltd.,N.Rival,Liquid,Sharbat Mavez,U-270-A-032
5043,Neon Unani Laboratories Ltd.,Revalid,Halua,Majoon Mughalliz,U-270-A-033
5044,Neon Unani Laboratories Ltd.,Fenicus,Liquid,Sharbat Faulad,U-270-A-001
5045,Neon Unani Laboratories Ltd.,Flamita,Liquid,Arq Nankha,U-270-A-002
5046,Neon Unani Laboratories Ltd.,Albadin,Liquid,Sharbat Deenar,U-270-A-004
5047,Neon Unani Laboratories Ltd.,Neo Jinsin,Liquid,Sharbat Jinsin,U-270-A-007
5048,Neon Unani Laboratories Ltd.,Febelum,Liquid,Sharbat Mudir,U-270-A-009
5049,Neon Unani Laboratories Ltd.,Lemocin,Liquid,Sharbat Hazmina,U-270-A-010
5050,Neon Unani Laboratories Ltd.,Re-Valid,Liquid,Arq Lahsun,U-270-A-013
5051,Neon Unani Laboratories Ltd.,Neolax,Capsule,Habb-e Muqil,U-270-A-015
5052,Neon Unani Laboratories Ltd.,D-Fats,Capsule,Qurs Muhazzil,U-270-A-016
5053,Neon Unani Laboratories Ltd.,Neopech,Capsule,Qurs Pechish,U-270-A-018
5054,Neon Unani Laboratories Ltd.,Night Mood,Capsule,Habb-e Mumsik,U-270-A-019
5055,Neon Unani Laboratories Ltd.,Dusin,Capsule,Qurs Sailan,U-270-A-020
5056,Neon Unani Laboratories Ltd.,Maxdura,Capsule,Habb-e Ambar Momiyaee,U-270-A-022
5057,Neon Unani Laboratories Ltd.,Carolic,Liquid,Sharbat Misali,U-270-A-024
5058,Neon Unani Laboratories Ltd.,Lodys,Liquid,Sharbat Belgiri,U-270-A-003
5059,Neon Unani Laboratories Ltd.,Floravit,Liquid,Sharbat Gaozaban,U-270-A-005
5060,Neon Unani Laboratories Ltd.,Neosafi,Liquid,Sharbat Musaffi,U-270-A-006
5061,Neon Unani Laboratories Ltd.,Digecare,Liquid,Sharbat Atfal,U-270-A-008
5062,Neon Unani Laboratories Ltd.,Neon Amla Plus,Liquid,Sharbat Amla,U-270-A-012
5063,Neon Unani Laboratories Ltd.,Beutum,Capsule,Habb-e Suranjan,U-270-A-021
5064,Neon Unani Laboratories Ltd.,Night King,Capsule,Habb-e Nishat,U-270-A-023
5065,Neptune Laboratories Ltd.,Ispalax,Powder,Isabgul Plane,U-38-A-121
5066,Neptune Laboratories Ltd.,Sailan,Powder,Sufoof Sailan,U-038-A-001
5067,Neptune Laboratories Ltd.,Cofcin,Liquid,Sharbat Sadar,U-038-A-002
5068,Neptune Laboratories Ltd.,Urogen,Liquid,Sharbat Buzuri,U-038-A-003
5069,Neptune Laboratories Ltd.,Skinogen,Liquid,Sharbat Musaffi,U-038-A-004
5070,Neptune Laboratories Ltd.,Gastonil,Liquid,Arq Nankha,U-038-A-005
5071,Neptune Laboratories Ltd.,Kamuni,Semi-Solid,Jowarish Kamuni,U-038-A-006
5072,Neptune Laboratories Ltd.,Khamira Marwareed,Semi-Solid,Khamira Marwareed,U-038-A-008
